+------------------------------------------------+
|Time of Transition |PID | Old State | New State |
|                84 |  2 |   RUNNING |TERMINATED |
|                84 |  1 |     READY |   RUNNING |
|                86 |  1 |   RUNNING |   WAITING |
|                86 |  3 |     READY |   RUNNING |
|                91 |  1 |   WAITING |     READY |
|                91 |  3 |   RUNNING |     READY |
|                91 |  1 |     READY |   RUNNING |
|                93 |  1 |   RUNNING |   WAITING |
|                93 |  3 |     READY |   RUNNING |
|                98 |  1 |   WAITING |     READY |
|                98 |  3 |   RUNNING |     READY |
|                98 |  1 |     READY |   RUNNING |
|               100 |  1 |   RUNNING |   WAITING |
|               100 |  3 |     READY |   RUNNING |
|               105 |  1 |   WAITING |     READY |
|               105 |  3 |   RUNNING |     READY |
|               105 |  1 |     READY |   RUNNING |
|               107 |  1 |   RUNNING |   WAITING |
|               107 |  3 |     READY |   RUNNING |
|               112 |  1 |   WAITING |     READY |
|               112 |  3 |   RUNNING |     READY |
|               112 |  1 |     READY |   RUNNING |
|               114 |  1 |   RUNNING |   WAITING |
|               114 |  3 |     READY |   RUNNING |
|               119 |  1 |   WAITING |     READY |
|               119 |  3 |   RUNNING |     READY |
|               119 |  1 |     READY |   RUNNING |
|               121 |  1 |   RUNNING |   WAITING |
|               121 |  3 |     READY |   RUNNING |
|               126 |  1 |   WAITING |     READY |
|               126 |  3 |   RUNNING |     READY |
|               126 |  1 |     READY |   RUNNING |
|               128 |  1 |   RUNNING |   WAITING |
|               128 |  3 |     READY |   RUNNING |
|               133 |  1 |   WAITING |     READY |
|               133 |  3 |   RUNNING |     READY |
|               133 |  1 |     READY |   RUNNING |
|               135 |  1 |   RUNNING |   WAITING |
|               135 |  3 |     READY |   RUNNING |
|               140 |  1 |   WAITING |     READY |
|               140 |  3 |   RUNNING |     READY |
|               140 |  1 |     READY |   RUNNING |
|               142 |  1 |   RUNNING |   WAITING |
|               142 |  3 |     READY |   RUNNING |
|               147 |  1 |   WAITING |     READY |
|               147 |  3 |   RUNNING |     READY |
|               147 |  1 |     READY |   RUNNING |
|               149 |  1 |   RUNNING |   WAITING |
|               149 |  3 |     READY |   RUNNING |
|               154 |  1 |   WAITING |     READY |
|               154 |  3 |   RUNNING |     READY |
|               154 |  1 |     READY |   RUNNING |
|               156 |  1 |   RUNNING |   WAITING |
|               156 |  3 |     READY |   RUNNING |
|               161 |  1 |   WAITING |     READY |
|               161 |  3 |   RUNNING |     READY |
|               161 |  1 |     READY |   RUNNING |
|               163 |  1 |   RUNNING |   WAITING |
|               163 |  3 |     READY |   RUNNING |
|               168 |  1 |   WAITING |     READY |
|               168 |  3 |   RUNNING |TERMINATED |
|               168 |  1 |     READY |   RUNNING |
|               170 |  1 |   RUNNING |TERMINATED |
+------------------------------------------------+
+---------------------------------------------------------------------------------------------------+
|        Throughput |  Average Turnaround Time |    Average Waiting Time |    Average Response Time |
+---------------------------------------------------------------------------------------------------+
|           0.01765 |                137.00000 |                31.00000 |                  2.66667 |
